"Statistic Label","CensusYear","Detailed Marital Status","County and City","Sex","Age Group","UNIT","VALUE"
"Population","2016","Married (first marriage)","Cork City and Cork County","Male","30 - 34 years","Number","6776"
"Population","2016","Married (first marriage)","Cork City and Cork County","Male","35 - 39 years","Number","12166"
"Population","2016","Married (first marriage)","Cork City and Cork County","Male","40 - 44 years","Number","13089"
"Population","2016","Married (first marriage)","Cork City and Cork County","Male","45 - 49 years","Number","12444"
"Population","2016","Married (first marriage)","Cork City and Cork County","Male","50 - 54 years","Number","11631"
"Population","2016","Married (first marriage)","Cork City and Cork County","Male","55 - 59 years","Number","10308"
"Population","2016","Married (first marriage)","Cork City and Cork County","Male","60 - 64 years","Number","9039"
"Population","2016","Married (first marriage)","Cork City and Cork County","Male","65 - 69 years","Number","8101"
"Population","2016","Married (first marriage)","Cork City and Cork County","Male","70 - 74 years","Number","6182"
"Population","2016","Married (first marriage)","Cork City and Cork County","Male","75 - 79 years","Number","4102"
"Population","2016","Married (first marriage)","Cork City and Cork County","Male","80 - 84 years","Number","2470"
"Population","2016","Married (first marriage)","Cork City and Cork County","Male","85 years and over","Number","1198"
"Population","2016","Married (first marriage)","Cork City and Cork County","Female","All ages","Number","100005"
"Population","2016","Married (first marriage)","Cork City and Cork County","Female","Under 25 years","Number","339"
"Population","2016","Married (first marriage)","Cork City and Cork County","Female","25 - 29 years","Number","2506"
"Population","2016","Married (first marriage)","Cork City and Cork County","Female","30 - 34 years","Number","9238"
"Population","2016","Married (first marriage)","Cork City and Cork County","Female","35 - 39 years","Number","13507"
"Population","2016","Married (first marriage)","Cork City and Cork County","Female","40 - 44 years","Number","13059"
"Population","2016","Married (first marriage)","Cork City and Cork County","Female","45 - 49 years","Number","12154"
"Population","2016","Married (first marriage)","Cork City and Cork County","Female","50 - 54 years","Number","11532"
"Population","2016","Married (first marriage)","Cork City and Cork County","Female","55 - 59 years","Number","10038"
"Population","2016","Married (first marriage)","Cork City and Cork County","Female","60 - 64 years","Number","8965"
"Population","2016","Married (first marriage)","Cork City and Cork County","Female","65 - 69 years","Number","7714"
"Population","2016","Married (first marriage)","Cork City and Cork County","Female","70 - 74 years","Number","5502"
"Population","2016","Married (first marriage)","Cork City and Cork County","Female","75 - 79 years","Number","3215"
"Population","2016","Married (first marriage)","Cork City and Cork County","Female","80 - 84 years","Number","1620"
"Population","2016","Married (first marriage)","Cork City and Cork County","Female","85 years and over","Number","616"
"Population","2016","Married (first marriage)","Kerry","Both sexes","All ages","Number","57205"
"Population","2016","Married (first marriage)","Kerry","Both sexes","Under 25 years","Number","166"
"Population","2016","Married (first marriage)","Kerry","Both sexes","25 - 29 years","Number","925"
"Population","2016","Married (first marriage)","Kerry","Both sexes","30 - 34 years","Number","3865"
"Population","2016","Married (first marriage)","Kerry","Both sexes","35 - 39 years","Number","6189"
"Population","2016","Married (first marriage)","Kerry","Both sexes","40 - 44 years","Number","6773"
"Population","2016","Married (first marriage)","Kerry","Both sexes","45 - 49 years","Number","6692"
"Population","2016","Married (first marriage)","Kerry","Both sexes","50 - 54 years","Number","6600"
"Population","2016","Married (first marriage)","Kerry","Both sexes","55 - 59 years","Number","6416"
"Population","2016","Married (first marriage)","Kerry","Both sexes","60 - 64 years","Number","5953"
"Population","2016","Married (first marriage)","Kerry","Both sexes","65 - 69 years","Number","5453"
"Population","2016","Married (first marriage)","Kerry","Both sexes","70 - 74 years","Number","4033"
"Population","2016","Married (first marriage)","Kerry","Both sexes","75 - 79 years","Number","2368"
"Population","2016","Married (first marriage)","Kerry","Both sexes","80 - 84 years","Number","1233"
"Population","2016","Married (first marriage)","Kerry","Both sexes","85 years and over","Number","539"
"Population","2016","Married (first marriage)","Kerry","Male","All ages","Number","28450"
"Population","2016","Married (first marriage)","Kerry","Male","Under 25 years","Number","60"
"Population","2016","Married (first marriage)","Kerry","Male","25 - 29 years","Number","342"
"Population","2016","Married (first marriage)","Kerry","Male","30 - 34 years","Number","1598"
"Population","2016","Married (first marriage)","Kerry","Male","35 - 39 years","Number","2923"
"Population","2016","Married (first marriage)","Kerry","Male","40 - 44 years","Number","3387"
"Population","2016","Married (first marriage)","Kerry","Male","45 - 49 years","Number","3350"
"Population","2016","Married (first marriage)","Kerry","Male","50 - 54 years","Number","3227"
"Population","2016","Married (first marriage)","Kerry","Male","55 - 59 years","Number","3170"
"Population","2016","Married (first marriage)","Kerry","Male","60 - 64 years","Number","2971"
"Population","2016","Married (first marriage)","Kerry","Male","65 - 69 years","Number","2801"
"Population","2016","Married (first marriage)","Kerry","Male","70 - 74 years","Number","2148"
"Population","2016","Married (first marriage)","Kerry","Male","75 - 79 years","Number","1361"
"Population","2016","Married (first marriage)","Kerry","Male","80 - 84 years","Number","754"
"Population","2016","Married (first marriage)","Kerry","Male","85 years and over","Number","358"
"Population","2016","Married (first marriage)","Kerry","Female","All ages","Number","28755"
"Population","2016","Married (first marriage)","Kerry","Female","Under 25 years","Number","106"
"Population","2016","Married (first marriage)","Kerry","Female","25 - 29 years","Number","583"
"Population","2016","Married (first marriage)","Kerry","Female","30 - 34 years","Number","2267"
"Population","2016","Married (first marriage)","Kerry","Female","35 - 39 years","Number","3266"
"Population","2016","Married (first marriage)","Kerry","Female","40 - 44 years","Number","3386"
"Population","2016","Married (first marriage)","Kerry","Female","45 - 49 years","Number","3342"
"Population","2016","Married (first marriage)","Kerry","Female","50 - 54 years","Number","3373"
"Population","2016","Married (first marriage)","Kerry","Female","55 - 59 years","Number","3246"
"Population","2016","Married (first marriage)","Kerry","Female","60 - 64 years","Number","2982"
"Population","2016","Married (first marriage)","Kerry","Female","65 - 69 years","Number","2652"
"Population","2016","Married (first marriage)","Kerry","Female","70 - 74 years","Number","1885"
"Population","2016","Married (first marriage)","Kerry","Female","75 - 79 years","Number","1007"
"Population","2016","Married (first marriage)","Kerry","Female","80 - 84 years","Number","479"
"Population","2016","Married (first marriage)","Kerry","Female","85 years and over","Number","181"
"Population","2016","Married (first marriage)","Limerick City and County","Both sexes","All ages","Number","70272"
"Population","2016","Married (first marriage)","Limerick City and County","Both sexes","Under 25 years","Number","294"
"Population","2016","Married (first marriage)","Limerick City and County","Both sexes","25 - 29 years","Number","1604"
"Population","2016","Married (first marriage)","Limerick City and County","Both sexes","30 - 34 years","Number","5778"
"Population","2016","Married (first marriage)","Limerick City and County","Both sexes","35 - 39 years","Number","8465"
"Population","2016","Married (first marriage)","Limerick City and County","Both sexes","40 - 44 years","Number","8607"
"Population","2016","Married (first marriage)","Limerick City and County","Both sexes","45 - 49 years","Number","8197"
"Population","2016","Married (first marriage)","Limerick City and County","Both sexes","50 - 54 years","Number","7836"
"Population","2016","Married (first marriage)","Limerick City and County","Both sexes","55 - 59 years","Number","7498"
"Population","2016","Married (first marriage)","Limerick City and County","Both sexes","60 - 64 years","Number","6943"
"Population","2016","Married (first marriage)","Limerick City and County","Both sexes","65 - 69 years","Number","6103"
"Population","2016","Married (first marriage)","Limerick City and County","Both sexes","70 - 74 years","Number","4346"
"Population","2016","Married (first marriage)","Limerick City and County","Both sexes","75 - 79 years","Number","2636"
"Population","2016","Married (first marriage)","Limerick City and County","Both sexes","80 - 84 years","Number","1377"
"Population","2016","Married (first marriage)","Limerick City and County","Both sexes","85 years and over","Number","588"
"Population","2016","Married (first marriage)","Limerick City and County","Male","All ages","Number","35100"
"Population","2016","Married (first marriage)","Limerick City and County","Male","Under 25 years","Number","93"
"Population","2016","Married (first marriage)","Limerick City and County","Male","25 - 29 years","Number","612"
"Population","2016","Married (first marriage)","Limerick City and County","Male","30 - 34 years","Number","2508"
"Population","2016","Married (first marriage)","Limerick City and County","Male","35 - 39 years","Number","4096"
"Population","2016","Married (first marriage)","Limerick City and County","Male","40 - 44 years","Number","4297"
"Population","2016","Married (first marriage)","Limerick City and County","Male","45 - 49 years","Number","4164"
"Population","2016","Married (first marriage)","Limerick City and County","Male","50 - 54 years","Number","3849"
"Population","2016","Married (first marriage)","Limerick City and County","Male","55 - 59 years","Number","3753"
"Population","2016","Married (first marriage)","Limerick City and County","Male","60 - 64 years","Number","3561"
"Population","2016","Married (first marriage)","Limerick City and County","Male","65 - 69 years","Number","3141"
"Population","2016","Married (first marriage)","Limerick City and County","Male","70 - 74 years","Number","2297"
"Population","2016","Married (first marriage)","Limerick City and County","Male","75 - 79 years","Number","1471"
"Population","2016","Married (first marriage)","Limerick City and County","Male","80 - 84 years","Number","859"
"Population","2016","Married (first marriage)","Limerick City and County","Male","85 years and over","Number","399"
"Population","2016","Married (first marriage)","Limerick City and County","Female","All ages","Number","35172"
"Population","2016","Married (first marriage)","Limerick City and County","Female","Under 25 years","Number","201"
"Population","2016","Married (first marriage)","Limerick City and County","Female","25 - 29 years","Number","992"
"Population","2016","Married (first marriage)","Limerick City and County","Female","30 - 34 years","Number","3270"
"Population","2016","Married (first marriage)","Limerick City and County","Female","35 - 39 years","Number","4369"
"Population","2016","Married (first marriage)","Limerick City and County","Female","40 - 44 years","Number","4310"
"Population","2016","Married (first marriage)","Limerick City and County","Female","45 - 49 years","Number","4033"
"Population","2016","Married (first marriage)","Limerick City and County","Female","50 - 54 years","Number","3987"
"Population","2016","Married (first marriage)","Limerick City and County","Female","55 - 59 years","Number","3745"
"Population","2016","Married (first marriage)","Limerick City and County","Female","60 - 64 years","Number","3382"
"Population","2016","Married (first marriage)","Limerick City and County","Female","65 - 69 years","Number","2962"
"Population","2016","Married (first marriage)","Limerick City and County","Female","70 - 74 years","Number","2049"
"Population","2016","Married (first marriage)","Limerick City and County","Female","75 - 79 years","Number","1165"
"Population","2016","Married (first marriage)","Limerick City and County","Female","80 - 84 years","Number","518"
"Population","2016","Married (first marriage)","Limerick City and County","Female","85 years and over","Number","189"
"Population","2016","Married (first marriage)","Tipperary","Both sexes","All ages","Number","59290"
"Population","2016","Married (first marriage)","Tipperary","Both sexes","Under 25 years","Number","164"
"Population","2016","Married (first marriage)","Tipperary","Both sexes","25 - 29 years","Number","1049"
"Population","2016","Married (first marriage)","Tipperary","Both sexes","30 - 34 years","Number","4162"
"Population","2016","Married (first marriage)","Tipperary","Both sexes","35 - 39 years","Number","6744"
"Population","2016","Married (first marriage)","Tipperary","Both sexes","40 - 44 years","Number","7488"
"Population","2016","Married (first marriage)","Tipperary","Both sexes","45 - 49 years","Number","7225"
"Population","2016","Married (first marriage)","Tipperary","Both sexes","50 - 54 years","Number","6924"
"Population","2016","Married (first marriage)","Tipperary","Both sexes","55 - 59 years","Number","6409"
"Population","2016","Married (first marriage)","Tipperary","Both sexes","60 - 64 years","Number","5953"
"Population","2016","Married (first marriage)","Tipperary","Both sexes","65 - 69 years","Number","5158"
"Population","2016","Married (first marriage)","Tipperary","Both sexes","70 - 74 years","Number","3769"
"Population","2016","Married (first marriage)","Tipperary","Both sexes","75 - 79 years","Number","2303"
"Population","2016","Married (first marriage)","Tipperary","Both sexes","80 - 84 years","Number","1343"
"Population","2016","Married (first marriage)","Tipperary","Both sexes","85 years and over","Number","599"
"Population","2016","Married (first marriage)","Tipperary","Male","All ages","Number","29540"
"Population","2016","Married (first marriage)","Tipperary","Male","Under 25 years","Number","56"
"Population","2016","Married (first marriage)","Tipperary","Male","25 - 29 years","Number","373"
"Population","2016","Married (first marriage)","Tipperary","Male","30 - 34 years","Number","1731"
"Population","2016","Married (first marriage)","Tipperary","Male","35 - 39 years","Number","3217"
"Population","2016","Married (first marriage)","Tipperary","Male","40 - 44 years","Number","3659"
"Population","2016","Married (first marriage)","Tipperary","Male","45 - 49 years","Number","3589"
"Population","2016","Married (first marriage)","Tipperary","Male","50 - 54 years","Number","3470"
"Population","2016","Married (first marriage)","Tipperary","Male","55 - 59 years","Number","3186"
"Population","2016","Married (first marriage)","Tipperary","Male","60 - 64 years","Number","3016"
"Population","2016","Married (first marriage)","Tipperary","Male","65 - 69 years","Number","2618"
"Population","2016","Married (first marriage)","Tipperary","Male","70 - 74 years","Number","2031"
"Population","2016","Married (first marriage)","Tipperary","Male","75 - 79 years","Number","1306"
"Population","2016","Married (first marriage)","Tipperary","Male","80 - 84 years","Number","866"
"Population","2016","Married (first marriage)","Tipperary","Male","85 years and over","Number","422"
"Population","2016","Married (first marriage)","Tipperary","Female","All ages","Number","29750"
"Population","2016","Married (first marriage)","Tipperary","Female","Under 25 years","Number","108"
"Population","2016","Married (first marriage)","Tipperary","Female","25 - 29 years","Number","676"
"Population","2016","Married (first marriage)","Tipperary","Female","30 - 34 years","Number","2431"
"Population","2016","Married (first marriage)","Tipperary","Female","35 - 39 years","Number","3527"
"Population","2016","Married (first marriage)","Tipperary","Female","40 - 44 years","Number","3829"
"Population","2016","Married (first marriage)","Tipperary","Female","45 - 49 years","Number","3636"
"Population","2016","Married (first marriage)","Tipperary","Female","50 - 54 years","Number","3454"
"Population","2016","Married (first marriage)","Tipperary","Female","55 - 59 years","Number","3223"
"Population","2016","Married (first marriage)","Tipperary","Female","60 - 64 years","Number","2937"
"Population","2016","Married (first marriage)","Tipperary","Female","65 - 69 years","Number","2540"
"Population","2016","Married (first marriage)","Tipperary","Female","70 - 74 years","Number","1738"
"Population","2016","Married (first marriage)","Tipperary","Female","75 - 79 years","Number","997"
"Population","2016","Married (first marriage)","Tipperary","Female","80 - 84 years","Number","477"
"Population","2016","Married (first marriage)","Tipperary","Female","85 years and over","Number","177"
"Population","2016","Married (first marriage)","Waterford City and County","Both sexes","All ages","Number","41927"
"Population","2016","Married (first marriage)","Waterford City and County","Both sexes","Under 25 years","Number","134"
"Population","2016","Married (first marriage)","Waterford City and County","Both sexes","25 - 29 years","Number","817"
"Population","2016","Married (first marriage)","Waterford City and County","Both sexes","30 - 34 years","Number","2725"
"Population","2016","Married (first marriage)","Waterford City and County","Both sexes","35 - 39 years","Number","4837"
"Population","2016","Married (first marriage)","Waterford City and County","Both sexes","40 - 44 years","Number","5181"
"Population","2016","Married (first marriage)","Waterford City and County","Both sexes","45 - 49 years","Number","5236"
"Population","2016","Married (first marriage)","Waterford City and County","Both sexes","50 - 54 years","Number","4921"
"Population","2016","Married (first marriage)","Waterford City and County","Both sexes","55 - 59 years","Number","4381"
"Population","2016","Married (first marriage)","Waterford City and County","Both sexes","60 - 64 years","Number","4067"
"Population","2016","Married (first marriage)","Waterford City and County","Both sexes","65 - 69 years","Number","3709"
"Population","2016","Married (first marriage)","Waterford City and County","Both sexes","70 - 74 years","Number","2823"
"Population","2016","Married (first marriage)","Waterford City and County","Both sexes","75 - 79 years","Number","1760"
"Population","2016","Married (first marriage)","Waterford City and County","Both sexes","80 - 84 years","Number","937"
"Population","2016","Married (first marriage)","Waterford City and County","Both sexes","85 years and over","Number","399"
"Population","2016","Married (first marriage)","Waterford City and County","Male","All ages","Number","20821"
"Population","2016","Married (first marriage)","Waterford City and County","Male","Under 25 years","Number","42"
"Population","2016","Married (first marriage)","Waterford City and County","Male","25 - 29 years","Number","301"
"Population","2016","Married (first marriage)","Waterford City and County","Male","30 - 34 years","Number","1154"
"Population","2016","Married (first marriage)","Waterford City and County","Male","35 - 39 years","Number","2251"
"Population","2016","Married (first marriage)","Waterford City and County","Male","40 - 44 years","Number","2567"
"Population","2016","Married (first marriage)","Waterford City and County","Male","45 - 49 years","Number","2621"
"Population","2016","Married (first marriage)","Waterford City and County","Male","50 - 54 years","Number","2429"
"Population","2016","Married (first marriage)","Waterford City and County","Male","55 - 59 years","Number","2174"
"Population","2016","Married (first marriage)","Waterford City and County","Male","60 - 64 years","Number","2043"
"Population","2016","Married (first marriage)","Waterford City and County","Male","65 - 69 years","Number","1915"
"Population","2016","Married (first marriage)","Waterford City and County","Male","70 - 74 years","Number","1471"
"Population","2016","Married (first marriage)","Waterford City and County","Male","75 - 79 years","Number","1010"
"Population","2016","Married (first marriage)","Waterford City and County","Male","80 - 84 years","Number","580"
"Population","2016","Married (first marriage)","Waterford City and County","Male","85 years and over","Number","263"
"Population","2016","Married (first marriage)","Waterford City and County","Female","All ages","Number","21106"
"Population","2016","Married (first marriage)","Waterford City and County","Female","Under 25 years","Number","92"
"Population","2016","Married (first marriage)","Waterford City and County","Female","25 - 29 years","Number","516"
"Population","2016","Married (first marriage)","Waterford City and County","Female","30 - 34 years","Number","1571"
"Population","2016","Married (first marriage)","Waterford City and County","Female","35 - 39 years","Number","2586"
"Population","2016","Married (first marriage)","Waterford City and County","Female","40 - 44 years","Number","2614"
"Population","2016","Married (first marriage)","Waterford City and County","Female","45 - 49 years","Number","2615"
"Population","2016","Married (first marriage)","Waterford City and County","Female","50 - 54 years","Number","2492"
"Population","2016","Married (first marriage)","Waterford City and County","Female","55 - 59 years","Number","2207"
"Population","2016","Married (first marriage)","Waterford City and County","Female","60 - 64 years","Number","2024"
"Population","2016","Married (first marriage)","Waterford City and County","Female","65 - 69 years","Number","1794"
"Population","2016","Married (first marriage)","Waterford City and County","Female","70 - 74 years","Number","1352"
"Population","2016","Married (first marriage)","Waterford City and County","Female","75 - 79 years","Number","750"
"Population","2016","Married (first marriage)","Waterford City and County","Female","80 - 84 years","Number","357"
"Population","2016","Married (first marriage)","Waterford City and County","Female","85 years and over","Number","136"
"Population","2016","Married (first marriage)","Galway City","Both sexes","All ages","Number","23418"
"Population","2016","Married (first marriage)","Galway City","Both sexes","Under 25 years","Number","225"
"Population","2016","Married (first marriage)","Galway City","Both sexes","25 - 29 years","Number","1010"
"Population","2016","Married (first marriage)","Galway City","Both sexes","30 - 34 years","Number","2612"
"Population","2016","Married (first marriage)","Galway City","Both sexes","35 - 39 years","Number","3351"
"Population","2016","Married (first marriage)","Galway City","Both sexes","40 - 44 years","Number","2771"
"Population","2016","Married (first marriage)","Galway City","Both sexes","45 - 49 years","Number","2282"
"Population","2016","Married (first marriage)","Galway City","Both sexes","50 - 54 years","Number","2198"
"Population","2016","Married (first marriage)","Galway City","Both sexes","55 - 59 years","Number","2184"
"Population","2016","Married (first marriage)","Galway City","Both sexes","60 - 64 years","Number","2054"
"Population","2016","Married (first marriage)","Galway City","Both sexes","65 - 69 years","Number","1768"
"Population","2016","Married (first marriage)","Galway City","Both sexes","70 - 74 years","Number","1418"
"Population","2016","Married (first marriage)","Galway City","Both sexes","75 - 79 years","Number","854"
"Population","2016","Married (first marriage)","Galway City","Both sexes","80 - 84 years","Number","471"
"Population","2016","Married (first marriage)","Galway City","Both sexes","85 years and over","Number","220"
"Population","2016","Married (first marriage)","Galway City","Male","All ages","Number","11680"
"Population","2016","Married (first marriage)","Galway City","Male","Under 25 years","Number","78"
"Population","2016","Married (first marriage)","Galway City","Male","25 - 29 years","Number","433"
"Population","2016","Married (first marriage)","Galway City","Male","30 - 34 years","Number","1159"
"Population","2016","Married (first marriage)","Galway City","Male","35 - 39 years","Number","1717"
"Population","2016","Married (first marriage)","Galway City","Male","40 - 44 years","Number","1383"
"Population","2016","Married (first marriage)","Galway City","Male","45 - 49 years","Number","1182"
"Population","2016","Married (first marriage)","Galway City","Male","50 - 54 years","Number","1114"
"Population","2016","Married (first marriage)","Galway City","Male","55 - 59 years","Number","1078"
"Population","2016","Married (first marriage)","Galway City","Male","60 - 64 years","Number","1022"
"Population","2016","Married (first marriage)","Galway City","Male","65 - 69 years","Number","895"
"Population","2016","Married (first marriage)","Galway City","Male","70 - 74 years","Number","737"
"Population","2016","Married (first marriage)","Galway City","Male","75 - 79 years","Number","462"
"Population","2016","Married (first marriage)","Galway City","Male","80 - 84 years","Number","285"
"Population","2016","Married (first marriage)","Galway City","Male","85 years and over","Number","135"
"Population","2016","Married (first marriage)","Galway City","Female","All ages","Number","11738"
"Population","2016","Married (first marriage)","Galway City","Female","Under 25 years","Number","147"
"Population","2016","Married (first marriage)","Galway City","Female","25 - 29 years","Number","577"
"Population","2016","Married (first marriage)","Galway City","Female","30 - 34 years","Number","1453"
"Population","2016","Married (first marriage)","Galway City","Female","35 - 39 years","Number","1634"
"Population","2016","Married (first marriage)","Galway City","Female","40 - 44 years","Number","1388"
"Population","2016","Married (first marriage)","Galway City","Female","45 - 49 years","Number","1100"
"Population","2016","Married (first marriage)","Galway City","Female","50 - 54 years","Number","1084"
"Population","2016","Married (first marriage)","Galway City","Female","55 - 59 years","Number","1106"
"Population","2016","Married (first marriage)","Galway City","Female","60 - 64 years","Number","1032"
"Population","2016","Married (first marriage)","Galway City","Female","65 - 69 years","Number","873"
"Population","2016","Married (first marriage)","Galway City","Female","70 - 74 years","Number","681"
"Population","2016","Married (first marriage)","Galway City","Female","75 - 79 years","Number","392"
"Population","2016","Married (first marriage)","Galway City","Female","80 - 84 years","Number","186"
"Population","2016","Married (first marriage)","Galway City","Female","85 years and over","Number","85"
"Population","2016","Married (first marriage)","Galway County","Both sexes","All ages","Number","71038"
"Population","2016","Married (first marriage)","Galway County","Both sexes","Under 25 years","Number","218"
"Population","2016","Married (first marriage)","Galway County","Both sexes","25 - 29 years","Number","1189"
"Population","2016","Married (first marriage)","Galway County","Both sexes","30 - 34 years","Number","5063"
"Population","2016","Married (first marriage)","Galway County","Both sexes","35 - 39 years","Number","8947"
"Population","2016","Married (first marriage)","Galway County","Both sexes","40 - 44 years","Number","9786"
"Population","2016","Married (first marriage)","Galway County","Both sexes","45 - 49 years","Number","9228"
"Population","2016","Married (first marriage)","Galway County","Both sexes","50 - 54 years","Number","8210"
"Population","2016","Married (first marriage)","Galway County","Both sexes","55 - 59 years","Number","7486"
"Population","2016","Married (first marriage)","Galway County","Both sexes","60 - 64 years","Number","6741"
"Population","2016","Married (first marriage)","Galway County","Both sexes","65 - 69 years","Number","5688"
"Population","2016","Married (first marriage)","Galway County","Both sexes","70 - 74 years","Number","4052"
"Population","2016","Married (first marriage)","Galway County","Both sexes","75 - 79 years","Number","2430"
"Population","2016","Married (first marriage)","Galway County","Both sexes","80 - 84 years","Number","1349"
"Population","2016","Married (first marriage)","Galway County","Both sexes","85 years and over","Number","651"
"Population","2016","Married (first marriage)","Galway County","Male","All ages","Number","35320"
"Population","2016","Married (first marriage)","Galway County","Male","Under 25 years","Number","80"
"Population","2016","Married (first marriage)","Galway County","Male","25 - 29 years","Number","421"
"Population","2016","Married (first marriage)","Galway County","Male","30 - 34 years","Number","2109"
"Population","2016","Married (first marriage)","Galway County","Male","35 - 39 years","Number","4216"
"Population","2016","Married (first marriage)","Galway County","Male","40 - 44 years","Number","4777"
"Population","2016","Married (first marriage)","Galway County","Male","45 - 49 years","Number","4662"
"Population","2016","Married (first marriage)","Galway County","Male","50 - 54 years","Number","4071"
"Population","2016","Married (first marriage)","Galway County","Male","55 - 59 years","Number","3731"
"Population","2016","Married (first marriage)","Galway County","Male","60 - 64 years","Number","3393"
"Population","2016","Married (first marriage)","Galway County","Male","65 - 69 years","Number","2913"
"Population","2016","Married (first marriage)","Galway County","Male","70 - 74 years","Number","2214"
"Population","2016","Married (first marriage)","Galway County","Male","75 - 79 years","Number","1425"
"Population","2016","Married (first marriage)","Galway County","Male","80 - 84 years","Number","857"
"Population","2016","Married (first marriage)","Galway County","Male","85 years and over","Number","451"
"Population","2016","Married (first marriage)","Galway County","Female","All ages","Number","35718"
"Population","2016","Married (first marriage)","Galway County","Female","Under 25 years","Number","138"
"Population","2016","Married (first marriage)","Galway County","Female","25 - 29 years","Number","768"
"Population","2016","Married (first marriage)","Galway County","Female","30 - 34 years","Number","2954"
"Population","2016","Married (first marriage)","Galway County","Female","35 - 39 years","Number","4731"
"Population","2016","Married (first marriage)","Galway County","Female","40 - 44 years","Number","5009"
"Population","2016","Married (first marriage)","Galway County","Female","45 - 49 years","Number","4566"
"Population","2016","Married (first marriage)","Galway County","Female","50 - 54 years","Number","4139"
"Population","2016","Married (first marriage)","Galway County","Female","55 - 59 years","Number","3755"
"Population","2016","Married (first marriage)","Galway County","Female","60 - 64 years","Number","3348"
"Population","2016","Married (first marriage)","Galway County","Female","65 - 69 years","Number","2775"
"Population","2016","Married (first marriage)","Galway County","Female","70 - 74 years","Number","1838"
"Population","2016","Married (first marriage)","Galway County","Female","75 - 79 years","Number","1005"
"Population","2016","Married (first marriage)","Galway County","Female","80 - 84 years","Number","492"
"Population","2016","Married (first marriage)","Galway County","Female","85 years and over","Number","200"
"Population","2016","Married (first marriage)","Leitrim","Both sexes","All ages","Number","12316"
"Population","2016","Married (first marriage)","Leitrim","Both sexes","Under 25 years","Number","43"
"Population","2016","Married (first marriage)","Leitrim","Both sexes","25 - 29 years","Number","224"
"Population","2016","Married (first marriage)","Leitrim","Both sexes","30 - 34 years","Number","933"
"Population","2016","Married (first marriage)","Leitrim","Both sexes","35 - 39 years","Number","1443"
"Population","2016","Married (first marriage)","Leitrim","Both sexes","40 - 44 years","Number","1528"
"Population","2016","Married (first marriage)","Leitrim","Both sexes","45 - 49 years","Number","1451"
"Population","2016","Married (first marriage)","Leitrim","Both sexes","50 - 54 years","Number","1329"
"Population","2016","Married (first marriage)","Leitrim","Both sexes","55 - 59 years","Number","1363"
"Population","2016","Married (first marriage)","Leitrim","Both sexes","60 - 64 years","Number","1268"
"Population","2016","Married (first marriage)","Leitrim","Both sexes","65 - 69 years","Number","1076"
"Population","2016","Married (first marriage)","Leitrim","Both sexes","70 - 74 years","Number","758"
"Population","2016","Married (first marriage)","Leitrim","Both sexes","75 - 79 years","Number","491"
"Population","2016","Married (first marriage)","Leitrim","Both sexes","80 - 84 years","Number","238"
"Population","2016","Married (first marriage)","Leitrim","Both sexes","85 years and over","Number","171"
"Population","2016","Married (first marriage)","Leitrim","Male","All ages","Number","6141"
"Population","2016","Married (first marriage)","Leitrim","Male","Under 25 years","Number","15"
"Population","2016","Married (first marriage)","Leitrim","Male","25 - 29 years","Number","78"
"Population","2016","Married (first marriage)","Leitrim","Male","30 - 34 years","Number","388"
"Population","2016","Married (first marriage)","Leitrim","Male","35 - 39 years","Number","699"
"Population","2016","Married (first marriage)","Leitrim","Male","40 - 44 years","Number","736"
"Population","2016","Married (first marriage)","Leitrim","Male","45 - 49 years","Number","736"
"Population","2016","Married (first marriage)","Leitrim","Male","50 - 54 years","Number","664"
"Population","2016","Married (first marriage)","Leitrim","Male","55 - 59 years","Number","670"
"Population","2016","Married (first marriage)","Leitrim","Male","60 - 64 years","Number","642"
"Population","2016","Married (first marriage)","Leitrim","Male","65 - 69 years","Number","546"
"Population","2016","Married (first marriage)","Leitrim","Male","70 - 74 years","Number","414"
"Population","2016","Married (first marriage)","Leitrim","Male","75 - 79 years","Number","277"
"Population","2016","Married (first marriage)","Leitrim","Male","80 - 84 years","Number","166"
"Population","2016","Married (first marriage)","Leitrim","Male","85 years and over","Number","110"
"Population","2016","Married (first marriage)","Leitrim","Female","All ages","Number","6175"
"Population","2016","Married (first marriage)","Leitrim","Female","Under 25 years","Number","28"
"Population","2016","Married (first marriage)","Leitrim","Female","25 - 29 years","Number","146"
"Population","2016","Married (first marriage)","Leitrim","Female","30 - 34 years","Number","545"
"Population","2016","Married (first marriage)","Leitrim","Female","35 - 39 years","Number","744"
"Population","2016","Married (first marriage)","Leitrim","Female","40 - 44 years","Number","792"
"Population","2016","Married (first marriage)","Leitrim","Female","45 - 49 years","Number","715"
"Population","2016","Married (first marriage)","Leitrim","Female","50 - 54 years","Number","665"
"Population","2016","Married (first marriage)","Leitrim","Female","55 - 59 years","Number","693"
"Population","2016","Married (first marriage)","Leitrim","Female","60 - 64 years","Number","626"
"Population","2016","Married (first marriage)","Leitrim","Female","65 - 69 years","Number","530"
"Population","2016","Married (first marriage)","Leitrim","Female","70 - 74 years","Number","344"
"Population","2016","Married (first marriage)","Leitrim","Female","75 - 79 years","Number","214"
"Population","2016","Married (first marriage)","Leitrim","Female","80 - 84 years","Number","72"
"Population","2016","Married (first marriage)","Leitrim","Female","85 years and over","Number","61"
"Population","2016","Married (first marriage)","Mayo","Both sexes","All ages","Number","50586"
